OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0006456,5-Mar-19,8-Mar-19,21,Wholesale,NZD,NXH382,48,13,7,3611.3,2383.458,25279.1
SO - 0006490,5-Mar-19,13-Mar-19,7,Wholesale,AUD,NXH382,6,13,12,2365.1,1821.127,28381.2
SO - 000927,6-Mar-19,24-Mar-19,32,Distributor,AUD,NXH382,79,13,6,1762.1,1215.849,10572.6
SO - 0001642,6-Mar-19,17-Mar-19,34,Distributor,NZD,NXH382,64,7,5,2318.2,1043.19,11591
SO - 0002320,6-Mar-19,11-Mar-19,44,Distributor,NZD,NXH382,68,2,5,2278,1913.52,11390
SO - 0002333,6-Mar-19,17-Mar-19,37,Distributor,GBP,NXH382,67,13,7,1802.3,1135.449,12616.1
SO - 0002718,6-Mar-19,9-Mar-19,18,Wholesale,AUD,NXH382,54,6,6,6083.6,5171.06,36501.6
SO - 0003532,6-Mar-19,15-Mar-19,11,Wholesale,USD,NXH382,88,12,8,268,214.4,2144
SO - 0003953,6-Mar-19,17-Mar-19,16,Wholesale,NZD,NXH382,71,2,10,6197.5,3594.55,61975
SO - 0005102,6-Mar-19,15-Mar-19,16,Distributor,NZD,NXH382,55,4,10,3845.8,1884.442,38458
SO - 0006828,6-Mar-19,13-Mar-19,42,Wholesale,USD,NXH382,22,7,6,3819,2253.21,22914
SO - 0007017,6-Mar-19,23-Mar-19,2,Distributor,USD,NXH382,11,1,9,3825.7,2486.705,34431.3
SO - 000803,7-Mar-19,19-Mar-19,16,Distributor,USD,NXH382,44,1,9,167.5,108.875,1507.5
SO - 0002241,7-Mar-19,12-Mar-19,9,Export,EUR,NXH382,42,1,10,1802.3,829.058,18023
SO - 0003617,7-Mar-19,10-Mar-19,10,Distributor,GBP,NXH382,73,5,11,1132.3,679.38,12455.3
SO - 0004963,7-Mar-19,23-Mar-19,26,Export,GBP,NXH382,47,6,9,5071.9,3246.016,45647.1
SO - 0005069,7-Mar-19,10-Mar-19,12,Wholesale,AUD,NXH382,97,7,8,1862.6,819.544,14900.8
SO - 0006857,7-Mar-19,23-Mar-19,22,Wholesale,NZD,NXH382,24,11,12,5494,4010.62,65928
SO - 0007259,7-Mar-19,25-Mar-19,23,Export,AUD,NXH382,28,6,12,897.8,538.68,10773.6
SO - 0007312,7-Mar-19,21-Mar-19,22,Wholesale,NZD,NXH382,11,8,6,4013.3,3130.374,24079.8
SO - 0007469,7-Mar-19,24-Mar-19,27,Export,NZD,NXH382,41,10,11,2425.4,1600.764,26679.4
SO - 0003205,8-Mar-19,21-Mar-19,21,Export,USD,NXH382,5,2,9,2291.4,1764.378,20622.6
SO - 0003431,8-Mar-19,14-Mar-19,19,Wholesale,EUR,NXH382,74,2,6,998.3,549.065,5989.8
SO - 0004303,8-Mar-19,19-Mar-19,5,Wholesale,EUR,NXH382,24,12,8,891.1,507.927,7128.8
SO - 0004605,8-Mar-19,11-Mar-19,49,Distributor,EUR,NXH382,73,7,5,5252.8,3887.072,26264
SO - 0005369,8-Mar-19,24-Mar-19,49,Distributor,USD,NXH382,19,1,11,3175.8,2318.334,34933.8
SO - 0006990,8-Mar-19,24-Mar-19,47,Export,GBP,NXH382,22,11,7,2291.4,1512.324,16039.8
SO - 0007307,8-Mar-19,18-Mar-19,21,Wholesale,USD,NXH382,33,11,12,2499.1,1349.514,29989.2
SO - 0001194,9-Mar-19,26-Mar-19,41,Wholesale,USD,NXH382,7,9,6,214.4,154.368,1286.4
SO - 0002089,9-Mar-19,25-Mar-19,41,Distributor,NZD,NXH382,61,1,6,877.7,658.275,5266.2
SO - 0003228,9-Mar-19,25-Mar-19,1,Export,NZD,NXH382,91,7,6,3959.7,3365.745,23758.2
SO - 000451,10-Mar-19,27-Mar-19,10,Wholesale,USD,NXH382,68,9,9,5433.7,3857.927,48903.3
SO - 000457,10-Mar-19,28-Mar-19,11,Wholesale,USD,NXH382,10,2,9,1822.4,1184.56,16401.6
SO - 0001349,10-Mar-19,21-Mar-19,25,Wholesale,NZD,NXH382,57,7,7,1246.2,710.334,8723.4
SO - 0004093,10-Mar-19,14-Mar-19,20,Distributor,NZD,NXH382,11,11,12,3135.6,2508.48,37627.2
SO - 0005228,10-Mar-19,16-Mar-19,32,Export,AUD,NXH382,14,2,6,2552.7,1327.404,15316.2
SO - 0002840,11-Mar-19,17-Mar-19,46,Wholesale,NZD,NXH382,80,5,9,2438.8,1024.296,21949.2
SO - 0003162,11-Mar-19,24-Mar-19,35,Wholesale,USD,NXH382,48,13,11,1909.5,1451.22,21004.5
SO - 0003357,11-Mar-19,26-Mar-19,22,Wholesale,NZD,NXH382,60,1,12,1018.4,682.328,12220.8
SO - 0003392,11-Mar-19,15-Mar-19,22,Wholesale,NZD,NXH382,18,7,12,3859.2,1698.048,46310.4
SO - 0007521,11-Mar-19,21-Mar-19,12,Distributor,NZD,NXH382,35,9,7,2351.7,1787.292,16461.9
SO - 0001799,12-Mar-19,24-Mar-19,8,Distributor,USD,NXH382,10,1,8,1051.9,673.216,8415.2
SO - 0001814,12-Mar-19,19-Mar-19,10,Wholesale,NZD,NXH382,23,7,11,214.4,135.072,2358.4
SO - 0004158,12-Mar-19,30-Mar-19,5,Wholesale,USD,NXH382,11,10,5,167.5,75.375,837.5
SO - 0004625,12-Mar-19,30-Mar-19,11,Distributor,AUD,NXH382,36,10,7,180.9,90.45,1266.3
SO - 0004768,12-Mar-19,23-Mar-19,19,Wholesale,NZD,NXH382,87,8,12,783.9,501.696,9406.8
SO - 0006952,12-Mar-19,28-Mar-19,27,Export,NZD,NXH382,70,1,11,1132.3,566.15,12455.3
SO - 0007954,12-Mar-19,21-Mar-19,30,Wholesale,NZD,NXH382,61,3,9,1038.5,706.18,9346.5
SO - 0002391,13-Mar-19,26-Mar-19,12,Export,NZD,NXH382,36,1,11,1118.9,671.34,12307.9
SO - 0005058,13-Mar-19,18-Mar-19,20,Wholesale,EUR,NXH382,60,13,8,1031.8,825.44,8254.4
SO - 000353,14-Mar-19,27-Mar-19,26,Wholesale,EUR,NXH382,67,7,6,1072,460.96,6432
SO - 0001945,14-Mar-19,20-Mar-19,4,Export,AUD,NXH382,52,7,12,5480.6,3014.33,65767.2
SO - 0002175,14-Mar-19,28-Mar-19,38,Wholesale,NZD,NXH382,42,13,7,3879.3,2987.061,27155.1
SO - 0003046,14-Mar-19,20-Mar-19,19,Wholesale,USD,NXH382,31,7,5,5540.9,4709.765,27704.5
SO - 0005625,14-Mar-19,18-Mar-19,10,Distributor,AUD,NXH382,9,7,10,1005,532.65,10050
SO - 0006843,14-Mar-19,19-Mar-19,32,Wholesale,USD,NXH382,81,9,10,3932.9,2084.437,39329
SO - 0007290,14-Mar-19,1-Apr-19,37,Wholesale,USD,NXH382,17,1,11,6070.2,2670.888,66772.2
SO - 0007387,14-Mar-19,29-Mar-19,14,Wholesale,USD,NXH382,44,9,8,938,731.64,7504
SO - 000349,15-Mar-19,21-Mar-19,12,Export,NZD,NXH382,76,13,8,1165.8,827.718,9326.4
SO - 0002686,15-Mar-19,24-Mar-19,10,Distributor,NZD,NXH382,87,1,11,2251.2,1148.112,24763.2
SO - 0003493,15-Mar-19,28-Mar-19,38,Export,USD,NXH382,100,7,8,2834.1,1445.391,22672.8
SO - 0005273,15-Mar-19,22-Mar-19,17,Export,GBP,NXH382,17,2,6,1058.6,868.052,6351.6
SO - 0005690,15-Mar-19,30-Mar-19,13,Wholesale,GBP,NXH382,18,1,5,804,683.4,4020
SO - 0005709,15-Mar-19,2-Apr-19,19,Wholesale,USD,NXH382,4,7,12,1045.2,846.612,12542.4
SO - 000328,16-Mar-19,20-Mar-19,28,Distributor,NZD,NXH382,47,5,10,174.2,120.198,1742
SO - 000734,16-Mar-19,31-Mar-19,2,Export,NZD,NXH382,10,5,5,2458.9,2090.065,12294.5
SO - 0001214,16-Mar-19,29-Mar-19,24,Wholesale,NZD,NXH382,61,2,7,2351.7,1716.741,16461.9
SO - 0001629,16-Mar-19,23-Mar-19,17,Distributor,NZD,NXH382,34,7,8,2787.2,1254.24,22297.6
SO - 0004602,16-Mar-19,28-Mar-19,44,Wholesale,AUD,NXH382,6,5,5,2726.9,1417.988,13634.5
SO - 0004873,16-Mar-19,27-Mar-19,25,Wholesale,AUD,NXH382,13,11,8,1078.7,550.137,8629.6
SO - 0005583,16-Mar-19,2-Apr-19,12,Wholesale,GBP,NXH382,40,1,7,810.7,567.49,5674.9
SO - 000585,17-Mar-19,1-Apr-19,29,Wholesale,USD,NXH382,52,11,9,6036.7,3139.084,54330.3
SO - 0002988,17-Mar-19,2-Apr-19,23,Wholesale,USD,NXH382,7,7,8,1782.2,1318.828,14257.6
SO - 0003188,17-Mar-19,2-Apr-19,50,Export,USD,NXH382,62,7,6,2619.7,1047.88,15718.2
SO - 0003460,17-Mar-19,26-Mar-19,19,Wholesale,USD,NXH382,59,7,6,1072,493.12,6432
SO - 0003543,17-Mar-19,25-Mar-19,15,Wholesale,USD,NXH382,32,1,9,2780.5,1445.86,25024.5
SO - 0004147,17-Mar-19,3-Apr-19,28,Wholesale,GBP,NXH382,91,7,12,1085.4,879.174,13024.8
SO - 0004930,17-Mar-19,3-Apr-19,8,Wholesale,NZD,NXH382,73,7,12,1065.3,894.852,12783.6
SO - 0006424,17-Mar-19,27-Mar-19,2,Distributor,NZD,NXH382,69,5,10,1232.8,862.96,12328
SO - 0006917,17-Mar-19,29-Mar-19,32,Wholesale,GBP,NXH382,95,11,9,1005,723.6,9045
SO - 0004177,18-Mar-19,28-Mar-19,36,Wholesale,USD,NXH382,44,4,10,1896.1,1004.933,18961
SO - 0005408,18-Mar-19,25-Mar-19,39,Wholesale,NZD,NXH382,12,9,11,3953,1739.32,43483
SO - 0006190,18-Mar-19,24-Mar-19,12,Distributor,AUD,NXH382,82,11,11,187.6,93.8,2063.6
SO - 0008024,18-Mar-19,2-Apr-19,16,Wholesale,USD,NXH382,90,1,7,1132.3,690.703,7926.1
SO - 000254,19-Mar-19,23-Mar-19,9,Wholesale,NZD,NXH382,77,10,5,2566.1,2181.185,12830.5
SO - 0001333,19-Mar-19,1-Apr-19,30,Wholesale,USD,NXH382,80,5,6,1139,489.77,6834
SO - 0002247,19-Mar-19,1-Apr-19,46,Export,NZD,NXH382,100,8,8,1105.5,928.62,8844
SO - 0002688,19-Mar-19,2-Apr-19,36,Distributor,NZD,NXH382,95,7,12,924.6,591.744,11095.2
SO - 0002984,19-Mar-19,1-Apr-19,27,Distributor,NZD,NXH382,16,11,10,1018.4,437.912,10184
SO - 0003596,19-Mar-19,26-Mar-19,28,Wholesale,USD,NXH382,30,11,5,1065.3,617.874,5326.5
SO - 0004795,19-Mar-19,28-Mar-19,27,Export,AUD,NXH382,72,1,11,174.2,83.616,1916.2
SO - 0004956,19-Mar-19,23-Mar-19,10,Export,GBP,NXH382,39,7,10,214.4,120.064,2144
SO - 0005047,19-Mar-19,4-Apr-19,1,Wholesale,USD,NXH382,25,7,5,5996.5,4557.34,29982.5
SO - 0005135,19-Mar-19,26-Mar-19,21,Wholesale,NZD,NXH382,2,13,9,1005,452.25,9045
SO - 0005202,19-Mar-19,22-Mar-19,25,Distributor,NZD,NXH382,80,2,8,5681.6,2727.168,45452.8
SO - 0005340,19-Mar-19,31-Mar-19,31,Export,USD,NXH382,60,2,7,1165.8,781.086,8160.6
SO - 0007043,19-Mar-19,23-Mar-19,7,Distributor,GBP,NXH382,49,11,10,1132.3,826.579,11323
SO - 0001593,20-Mar-19,2-Apr-19,36,Distributor,USD,NXH382,93,2,9,3939.6,2087.988,35456.4
SO - 0002512,20-Mar-19,1-Apr-19,22,Distributor,NZD,NXH382,45,7,5,1031.8,412.72,5159
SO - 0002923,20-Mar-19,29-Mar-19,35,Distributor,GBP,NXH382,78,6,11,5520.8,3698.936,60728.8
SO - 0006200,20-Mar-19,3-Apr-19,26,Distributor,GBP,NXH382,85,11,6,5453.8,2890.514,32722.8
SO - 0006821,20-Mar-19,6-Apr-19,3,Wholesale,USD,NXH382,41,5,11,2720.2,2176.16,29922.2
SO - 0007748,20-Mar-19,27-Mar-19,15,Distributor,USD,NXH382,59,1,11,201,168.84,2211
SO - 000350,21-Mar-19,1-Apr-19,17,Distributor,GBP,NXH382,95,1,12,1949.7,1520.766,23396.4
SO - 000516,21-Mar-19,25-Mar-19,15,Wholesale,NZD,NXH382,80,7,12,2733.6,1230.12,32803.2
SO - 0002132,21-Mar-19,7-Apr-19,3,Wholesale,NZD,NXH382,39,3,7,1775.5,727.955,12428.5
SO - 0003805,21-Mar-19,24-Mar-19,27,Wholesale,NZD,NXH382,44,11,11,1145.7,928.017,12602.7
SO - 0005714,21-Mar-19,25-Mar-19,24,Wholesale,GBP,NXH382,27,7,10,167.5,117.25,1675
SO - 0006748,21-Mar-19,27-Mar-19,29,Distributor,NZD,NXH382,47,5,12,1125.6,956.76,13507.2
SO - 0008052,21-Mar-19,24-Mar-19,41,Export,USD,NXH382,78,5,9,1045.2,438.984,9406.8
SO - 000216,22-Mar-19,2-Apr-19,18,Distributor,NZD,NXH382,36,7,5,837.5,603,4187.5
SO - 0002095,22-Mar-19,25-Mar-19,18,Distributor,GBP,NXH382,50,5,6,1112.2,923.126,6673.2
SO - 0003451,22-Mar-19,30-Mar-19,48,Wholesale,AUD,NXH382,12,11,11,6378.4,3890.824,70162.4
SO - 0004618,22-Mar-19,8-Apr-19,49,Wholesale,AUD,NXH382,8,9,8,6331.5,4748.625,50652
SO - 0006159,22-Mar-19,31-Mar-19,36,Wholesale,AUD,NXH382,89,5,8,3966.4,2300.512,31731.2
SO - 0002747,23-Mar-19,5-Apr-19,21,Export,EUR,NXH382,78,3,12,1045.2,438.984,12542.4
SO - 0005978,23-Mar-19,29-Mar-19,7,Wholesale,NZD,NXH382,86,11,10,3926.2,2748.34,39262
SO - 000272,24-Mar-19,27-Mar-19,30,Wholesale,GBP,NXH382,30,12,9,1025.1,707.319,9225.9
SO - 000804,24-Mar-19,2-Apr-19,13,Distributor,USD,NXH382,13,5,7,6030,2472.3,42210
SO - 0002079,24-Mar-19,2-Apr-19,34,Wholesale,USD,NXH382,68,5,5,1065.3,521.997,5326.5
SO - 0002148,24-Mar-19,6-Apr-19,49,Distributor,NZD,NXH382,60,2,7,857.6,634.624,6003.2
SO - 0002368,24-Mar-19,8-Apr-19,5,Distributor,NZD,NXH382,4,5,11,5279.6,2375.82,58075.6
SO - 0002821,24-Mar-19,10-Apr-19,26,Wholesale,USD,NXH382,26,7,6,1936.3,1103.691,11617.8
SO - 0005573,24-Mar-19,6-Apr-19,46,Wholesale,AUD,NXH382,41,1,5,2378.5,1974.155,11892.5
SO - 0005636,24-Mar-19,31-Mar-19,29,Wholesale,EUR,NXH382,22,6,12,931.3,540.154,11175.6
SO - 0006150,24-Mar-19,9-Apr-19,38,Wholesale,USD,NXH382,96,1,8,1025.1,840.582,8200.8
SO - 0007083,24-Mar-19,10-Apr-19,2,Wholesale,NZD,NXH382,43,5,11,978.2,538.01,10760.2
SO - 0007173,24-Mar-19,11-Apr-19,48,Wholesale,NZD,NXH382,39,7,12,1159.1,869.325,13909.2
SO - 0007834,24-Mar-19,4-Apr-19,28,Distributor,AUD,NXH382,6,8,8,3899.4,1637.748,31195.2
SO - 000395,25-Mar-19,1-Apr-19,44,Wholesale,NZD,NXH382,35,4,5,1748.7,751.941,8743.5
SO - 0001056,25-Mar-19,7-Apr-19,50,Distributor,NZD,NXH382,79,11,5,2881,1325.26,14405
SO - 0002399,25-Mar-19,7-Apr-19,2,Distributor,NZD,NXH382,98,7,6,234.5,103.18,1407
SO - 0003849,25-Mar-19,12-Apr-19,5,Export,USD,NXH382,60,1,5,3819,1909.5,19095
SO - 0004776,25-Mar-19,12-Apr-19,21,Wholesale,USD,NXH382,8,1,5,1025.1,410.04,5125.5
SO - 0005818,25-Mar-19,8-Apr-19,4,Wholesale,GBP,NXH382,82,3,12,221.1,172.458,2653.2
SO - 0006535,25-Mar-19,7-Apr-19,40,Wholesale,NZD,NXH382,50,2,10,1286.4,514.56,12864
SO - 0006872,25-Mar-19,6-Apr-19,35,Distributor,NZD,NXH382,43,13,8,2291.4,1718.55,18331.2
SO - 000404,26-Mar-19,4-Apr-19,36,Wholesale,GBP,NXH382,68,2,11,3886,2020.72,42746
SO - 0001298,26-Mar-19,30-Mar-19,33,Distributor,USD,NXH382,96,5,12,951.4,437.644,11416.8
SO - 0002160,26-Mar-19,6-Apr-19,47,Distributor,NZD,NXH382,50,1,5,1065.3,703.098,5326.5
SO - 0003116,26-Mar-19,10-Apr-19,48,Export,USD,NXH382,45,11,12,1058.6,476.37,12703.2
SO - 0003548,26-Mar-19,12-Apr-19,41,Export,EUR,NXH382,80,9,7,1172.5,644.875,8207.5
SO - 0003681,26-Mar-19,1-Apr-19,36,Wholesale,AUD,NXH382,36,1,7,268,155.44,1876
SO - 0004666,26-Mar-19,2-Apr-19,27,Distributor,NZD,NXH382,29,1,9,777.2,536.268,6994.8
SO - 0004670,26-Mar-19,8-Apr-19,49,Distributor,NZD,NXH382,31,1,12,2579.5,2037.805,30954
SO - 0006051,26-Mar-19,29-Mar-19,24,Wholesale,NZD,NXH382,78,7,7,227.8,177.684,1594.6
SO - 0007503,26-Mar-19,12-Apr-19,28,Wholesale,AUD,NXH382,3,7,8,837.5,711.875,6700
SO - 0007652,26-Mar-19,1-Apr-19,47,Wholesale,AUD,NXH382,69,5,12,2673.3,1229.718,32079.6
SO - 0008057,26-Mar-19,1-Apr-19,8,Distributor,USD,NXH382,11,2,9,201,92.46,1809
SO - 0008062,26-Mar-19,12-Apr-19,45,Wholesale,AUD,NXH382,59,13,10,3892.7,2724.89,38927
SO - 000240,27-Mar-19,31-Mar-19,18,Wholesale,NZD,NXH382,13,1,6,891.1,712.88,5346.6
SO - 0003674,27-Mar-19,6-Apr-19,49,Wholesale,AUD,NXH382,4,2,8,737,405.35,5896
SO - 0003790,27-Mar-19,3-Apr-19,36,Export,AUD,NXH382,40,7,7,6331.5,2595.915,44320.5
SO - 0005769,27-Mar-19,7-Apr-19,7,Distributor,USD,NXH382,96,11,7,924.6,656.466,6472.2
SO - 000641,28-Mar-19,14-Apr-19,10,Wholesale,NZD,NXH382,54,1,5,1132.3,713.349,5661.5
SO - 000699,28-Mar-19,13-Apr-19,16,Distributor,NZD,NXH382,48,6,5,1025.1,850.833,5125.5
SO - 0001362,28-Mar-19,7-Apr-19,16,Wholesale,NZD,NXH382,32,2,12,1132.3,520.858,13587.6
SO - 0002001,28-Mar-19,8-Apr-19,40,Wholesale,NZD,NXH382,76,2,5,254.6,145.122,1273
SO - 0002483,28-Mar-19,15-Apr-19,19,Wholesale,USD,NXH382,73,5,9,837.5,502.5,7537.5
SO - 0002945,28-Mar-19,14-Apr-19,3,Distributor,NZD,NXH382,45,5,12,2472.3,2027.286,29667.6
SO - 0003161,28-Mar-19,10-Apr-19,34,Distributor,USD,NXH382,9,7,8,5929.5,3913.47,47436
SO - 0004262,28-Mar-19,10-Apr-19,10,Wholesale,NZD,NXH382,64,4,8,5286.3,2590.287,42290.4
SO - 0004338,28-Mar-19,1-Apr-19,17,Wholesale,GBP,NXH382,77,3,11,676.7,439.855,7443.7
SO - 0007678,28-Mar-19,8-Apr-19,18,Wholesale,AUD,NXH382,48,1,6,1072,857.6,6432
SO - 000480,29-Mar-19,10-Apr-19,13,Wholesale,NZD,NXH382,70,10,12,2432.1,1264.692,29185.2
SO - 000758,29-Mar-19,1-Apr-19,44,Distributor,AUD,NXH382,93,1,12,1815.7,1543.345,21788.4
SO - 000966,29-Mar-19,14-Apr-19,31,Wholesale,USD,NXH382,76,14,5,3115.5,1246.2,15577.5
SO - 0001482,29-Mar-19,1-Apr-19,8,Wholesale,NZD,NXH382,19,7,6,180.9,121.203,1085.4
SO - 0002225,29-Mar-19,15-Apr-19,26,Wholesale,USD,NXH382,88,2,7,1869.3,1084.194,13085.1
SO - 0002250,29-Mar-19,16-Apr-19,41,Wholesale,GBP,NXH382,79,9,8,703.5,576.87,5628
SO - 0002661,29-Mar-19,2-Apr-19,33,Wholesale,EUR,NXH382,29,2,7,1145.7,962.388,8019.9
SO - 0002730,29-Mar-19,15-Apr-19,4,Wholesale,GBP,NXH382,54,5,8,187.6,91.924,1500.8
SO - 0004117,29-Mar-19,9-Apr-19,40,Wholesale,USD,NXH382,27,6,8,3932.9,2556.385,31463.2
SO - 0005432,29-Mar-19,4-Apr-19,26,Distributor,NZD,NXH382,57,1,6,5380.1,2205.841,32280.6
SO - 0006269,29-Mar-19,9-Apr-19,46,Distributor,USD,NXH382,36,2,9,971.5,709.195,8743.5
SO - 0008082,29-Mar-19,13-Apr-19,12,Distributor,USD,NXH382,37,2,11,1835.8,1303.418,20193.8
SO - 000108,30-Mar-19,5-Apr-19,9,Distributor,USD,NXH382,91,1,10,1815.7,1525.188,18157
SO - 000772,30-Mar-19,10-Apr-19,14,Wholesale,NZD,NXH382,48,10,10,3169.1,1616.241,31691
SO - 0004559,30-Mar-19,11-Apr-19,5,Wholesale,AUD,NXH382,40,2,5,850.9,365.887,4254.5
SO - 0005086,30-Mar-19,9-Apr-19,19,Wholesale,USD,NXH382,17,7,10,3912.8,1995.528,39128
SO - 0005103,30-Mar-19,5-Apr-19,10,Wholesale,EUR,NXH382,92,11,9,3919.5,2586.87,35275.5
SO - 0007174,30-Mar-19,4-Apr-19,34,Wholesale,USD,NXH382,46,1,12,1896.1,1118.699,22753.2
SO - 000596,31-Mar-19,9-Apr-19,2,Distributor,USD,NXH382,66,9,6,3859.2,3125.952,23155.2
SO - 0002147,31-Mar-19,3-Apr-19,43,Wholesale,NZD,NXH382,7,7,7,3953,3320.52,27671
SO - 0003003,31-Mar-19,3-Apr-19,19,Distributor,EUR,NXH382,47,7,7,2425.4,1576.51,16977.8
SO - 0003907,31-Mar-19,9-Apr-19,13,Distributor,USD,NXH382,33,2,12,3812.3,2630.487,45747.6
SO - 0005894,31-Mar-19,6-Apr-19,30,Distributor,NZD,NXH382,71,9,10,3852.5,2234.45,38525
SO - 0007402,31-Mar-19,6-Apr-19,11,Distributor,USD,NXH382,12,14,6,2331.6,1095.852,13989.6
SO - 0007485,31-Mar-19,9-Apr-19,34,Distributor,USD,NXH382,96,7,11,2338.3,1286.065,25721.3
SO - 0003414,1-Apr-19,13-Apr-19,31,Wholesale,NZD,NXH382,20,2,11,3423.7,1540.665,37660.7
SO - 0004436,1-Apr-19,11-Apr-19,16,Wholesale,AUD,NXH382,34,4,10,2532.6,1950.102,25326
SO - 0004925,1-Apr-19,11-Apr-19,13,Distributor,USD,NXH382,80,7,11,730.3,496.604,8033.3
SO - 0005380,1-Apr-19,14-Apr-19,37,Wholesale,NZD,NXH382,49,5,12,1118.9,951.065,13426.8
SO - 0005581,1-Apr-19,8-Apr-19,20,Wholesale,AUD,NXH382,7,7,6,1855.9,816.596,11135.4
SO - 0006077,1-Apr-19,19-Apr-19,41,Distributor,NZD,NXH382,57,5,11,5038.4,3778.8,55422.4
SO - 0006615,1-Apr-19,5-Apr-19,42,Wholesale,AUD,NXH382,82,11,5,5132.2,2925.354,25661
SO - 000675,2-Apr-19,11-Apr-19,2,Wholesale,USD,NXH382,57,7,9,1058.6,635.16,9527.4
SO - 0001476,2-Apr-19,12-Apr-19,15,Export,EUR,NXH382,75,7,5,2572.8,1543.68,12864
SO - 0002278,2-Apr-19,7-Apr-19,50,Wholesale,NZD,NXH382,5,7,6,2472.3,1335.042,14833.8
SO - 0002690,2-Apr-19,19-Apr-19,46,Wholesale,USD,NXH382,6,9,10,1855.9,1317.689,18559
SO - 0003512,2-Apr-19,19-Apr-19,26,Distributor,USD,NXH382,4,7,9,944.7,415.668,8502.3
SO - 0003575,2-Apr-19,17-Apr-19,3,Export,USD,NXH382,99,2,10,2485.7,1988.56,24857
SO - 0005258,2-Apr-19,20-Apr-19,14,Export,USD,NXH382,59,13,11,3879.3,3025.854,42672.3
SO - 0005833,2-Apr-19,6-Apr-19,9,Wholesale,USD,NXH382,91,11,7,2914.5,1690.41,20401.5
SO - 0006795,2-Apr-19,15-Apr-19,23,Export,USD,NXH382,33,2,8,1098.8,933.98,8790.4
SO - 0007964,2-Apr-19,13-Apr-19,41,Wholesale,USD,NXH382,88,8,7,1802.3,1477.886,12616.1
SO - 0001054,3-Apr-19,21-Apr-19,49,Distributor,NZD,NXH382,100,5,10,3946.3,3314.892,39463
SO - 0001507,3-Apr-19,16-Apr-19,2,Distributor,USD,NXH382,76,11,12,5862.5,2520.875,70350
SO - 0003368,3-Apr-19,20-Apr-19,2,Wholesale,USD,NXH382,83,1,7,1018.4,763.8,7128.8
SO - 0006762,3-Apr-19,19-Apr-19,10,Wholesale,AUD,NXH382,47,2,6,1286.4,617.472,7718.4
SO - 0006784,3-Apr-19,13-Apr-19,35,Distributor,NZD,NXH382,16,2,12,1172.5,621.425,14070
SO - 0007375,3-Apr-19,18-Apr-19,5,Distributor,USD,NXH382,74,5,12,261.3,214.266,3135.6
SO - 0002142,4-Apr-19,10-Apr-19,35,Wholesale,USD,NXH382,70,5,11,1165.8,687.822,12823.8
SO - 0004509,4-Apr-19,14-Apr-19,39,Wholesale,NZD,NXH382,68,1,6,3510.8,1790.508,21064.8
SO - 0004521,4-Apr-19,16-Apr-19,30,Distributor,USD,NXH382,38,1,8,3872.6,2323.56,30980.8
SO - 0004676,4-Apr-19,7-Apr-19,23,Export,NZD,NXH382,79,5,8,4006.6,2524.158,32052.8
SO - 0006276,4-Apr-19,11-Apr-19,4,Wholesale,USD,NXH382,71,2,10,2525.9,1288.209,25259
SO - 0007130,4-Apr-19,12-Apr-19,48,Distributor,USD,NXH382,44,2,8,1768.8,1468.104,14150.4
SO - 0001020,5-Apr-19,16-Apr-19,3,Distributor,AUD,NXH382,93,4,10,194.3,137.953,1943
SO - 0001497,5-Apr-19,16-Apr-19,6,Wholesale,USD,NXH382,86,2,6,1735.3,780.885,10411.8
SO - 0005351,5-Apr-19,9-Apr-19,27,Wholesale,AUD,NXH382,54,5,11,227.8,95.676,2505.8
SO - 0005691,5-Apr-19,19-Apr-19,46,Wholesale,USD,NXH382,7,2,5,1125.6,945.504,5628
SO - 0005849,5-Apr-19,16-Apr-19,18,Wholesale,USD,NXH382,92,2,5,3778.8,1662.672,18894
SO - 000122,6-Apr-19,10-Apr-19,14,Export,AUD,NXH382,48,2,12,991.6,654.456,11899.2
SO - 000769,6-Apr-19,23-Apr-19,36,Wholesale,AUD,NXH382,17,6,10,1226.1,588.528,12261
SO - 0001905,6-Apr-19,10-Apr-19,43,Wholesale,NZD,NXH382,94,9,9,2626.4,2101.12,23637.6
SO - 0001938,6-Apr-19,11-Apr-19,35,Wholesale,NZD,NXH382,33,13,6,1172.5,644.875,7035
SO - 0002715,6-Apr-19,20-Apr-19,27,Wholesale,USD,NXH382,51,11,6,3839.1,2495.415,23034.6
SO - 0005091,6-Apr-19,22-Apr-19,45,Export,USD,NXH382,60,2,9,1018.4,407.36,9165.6
SO - 0005470,6-Apr-19,14-Apr-19,23,Export,AUD,NXH382,32,2,7,234.5,192.29,1641.5
SO - 0006446,6-Apr-19,11-Apr-19,29,Distributor,GBP,NXH382,36,2,8,2331.6,1025.904,18652.8
SO - 0006483,6-Apr-19,17-Apr-19,25,Wholesale,NZD,NXH382,13,7,8,2519.2,1158.832,20153.6
SO - 0006913,6-Apr-19,23-Apr-19,18,Distributor,USD,NXH382,83,2,11,1869.3,1271.124,20562.3
SO - 0007885,6-Apr-19,17-Apr-19,13,Distributor,EUR,NXH382,57,5,5,3966.4,1745.216,19832
